feature,mean_abs_coef
complaint_text__vomiting without,1.4120163098273848
complaint_text__nausea and,1.4120163098273848
complaint_text__moderate asthma,1.4101915793086146
complaint_text__asthma exacerbation,1.4101915793086146
complaint_text__exacerbation,1.4101915793086146
complaint_text__storm,1.4084983658166141
complaint_text__thyroid storm,1.4084983658166141
complaint_text__head bump,1.4073505149181949
complaint_text__no loc,1.4073505149181949
complaint_text__bump no,1.4073505149181949
complaint_text__bump,1.4073505149181949
complaint_text__minor head,1.4073505149181949
complaint_text__cough review,1.407238854087448
complaint_text__chronic cough,1.407238854087448
complaint_text__back pain,1.4041251691408054
complaint_text__back,1.4041251691408054
complaint_text__diabetes,1.4027704025933274
complaint_text__movement,1.392707130393027
complaint_text__with movement,1.392707130393027
complaint_text__cord,1.3912627649520455
complaint_text__cord injury,1.3912627649520455
complaint_text__spinal cord,1.3912627649520455
complaint_text__spinal,1.3912627649520455
complaint_text__with deficit,1.3912627649520455
complaint_text__complications,1.3902786985308668
complaint_text__fall with,1.3895110626011997
complaint_text__advice with,1.3890754877956695
complaint_text__discomfort,1.386492278067417
complaint_text__discomfort stable,1.386492278067417
complaint_text__chest discomfort,1.386492278067417
complaint_text__mild chest,1.386492278067417
complaint_text__bruised,1.3852710494492997
complaint_text__bruised knee,1.3852710494492997
complaint_text__after fall,1.3852710494492997
complaint_text__knee after,1.3852710494492997
complaint_text__bleeding,1.384971890461925
complaint_text__necrotising infection,1.3846306360621587
complaint_text__spreading necrotising,1.3846306360621587
complaint_text__hypertensive,1.3838420492644323
complaint_text__hypertensive emergency,1.3838420492644323
complaint_text__emergency,1.3838420492644323
complaint_text__severe hypertensive,1.3838420492644323
complaint_text__urgent,1.3826912794763744
complaint_text__non urgent,1.3826912794763744
complaint_text__urgent review,1.3826912794763744
complaint_text__renal colic,1.3753297246360214
complaint_text__colic,1.3753297246360214
complaint_text__migrans,1.3703039375232078
complaint_text__migrans tick,1.3703039375232078
complaint_text__tick,1.3703039375232078
complaint_text__tick bite,1.3703039375232078
complaint_text__erythema,1.3703039375232078
complaint_text__erythema migrans,1.3703039375232078
complaint_text__wheeze,1.3679363031882457
complaint_text__wheeze controlled,1.3679363031882457
complaint_text__mild wheeze,1.3679363031882457
complaint_text__ovarian torsion,1.362484995846382
complaint_text__ovarian,1.362484995846382
complaint_text__headache with,1.3585764498678745
complaint_text__antihypertensive,1.3574280707250999
complaint_text__refill request,1.3574280707250999
complaint_text__refill,1.3574280707250999
complaint_text__antihypertensive refill,1.3574280707250999
complaint_text__prophylaxis,1.3553869963911533
complaint_text__prophylaxis question,1.3553869963911533
complaint_text__travel prophylaxis,1.3553869963911533
complaint_text__travel,1.3553869963911533
complaint_text__dizziness,1.3548132140210656
complaint_text__dissection suspected,1.3547155588538362
complaint_text__dissection,1.3547155588538362
complaint_text__aortic dissection,1.3547155588538362
complaint_text__haemothorax,1.3544997280062412
complaint_text__with haemothorax,1.3544997280062412
complaint_text__medication side,1.3531136484744724
complaint_text__effect,1.3531136484744724
complaint_text__effect question,1.3531136484744724
complaint_text__side effect,1.3531136484744724
complaint_text__side,1.3531136484744724
complaint_text__chronic flare,1.3418924828957821
complaint_text__pain chronic,1.3418924828957821
complaint_text__shoulder pain,1.3418924828957821
complaint_text__runny,1.333472594985395
complaint_text__nose,1.333472594985395
complaint_text__runny nose,1.333472594985395
complaint_text__throat with,1.3330030062779934
complaint_text__mild confusion,1.332435192157006
complaint_text__confusion now,1.332435192157006
complaint_text__intermittent,1.3319919671272404
complaint_text__contact dermatitis,1.3284578455498974
complaint_text__mild contact,1.3284578455498974
complaint_text__dermatitis,1.3284578455498974
complaint_text__pain with,1.328210719068237
complaint_text__severe hypoglycaemia,1.3259044477794704
complaint_text__at rest,1.325263314583348
complaint_text__dyspnoea at,1.325263314583348
complaint_text__rest,1.325263314583348
complaint_text__at,1.325263314583348
complaint_text__severe dyspnoea,1.325263314583348
complaint_text__abdominal pain,1.314534644848482
complaint_text__moderate abdominal,1.314534644848482
complaint_text__acne advice,1.3138419287053036
complaint_text__acne,1.3138419287053036
complaint_text__necrotising fasciitis,1.3132246888008337
complaint_text__fasciitis,1.3132246888008337
complaint_text__onset,1.3113265504450031
complaint_text__bone fracture,1.3005783041820673
complaint_text__bone,1.3005783041820673
complaint_text__meningococcal,1.2925220302535472
complaint_text__worsening with,1.2916711836967727
complaint_text__anaphylaxis,1.291357884121308
complaint_text__anaphylaxis with,1.291357884121308
complaint_text__confusion,1.27984118216509
complaint_text__monitoring,1.2756432564706457
complaint_text__massive pulmonary,1.2746323906063124
complaint_text__review with,1.273552811116147
complaint_text__health medication,1.2725084690510904
complaint_text__mental health,1.2725084690510904
complaint_text__removal request,1.2690061720400878
complaint_text__bacterial,1.2581373891415686
complaint_text__bacterial meningitis,1.2581373891415686
complaint_text__meningitis suspected,1.2581373891415686
complaint_text__uti with,1.2575995045576287
complaint_text__ischaemic,1.2541317942811028
complaint_text__suspected with,1.2457715009829955
complaint_text__community pneumonia,1.2434165694042922
complaint_text__pneumonia moderate,1.2434165694042922
complaint_text__unknown,1.2408886955982348
complaint_text__open femur,1.2377605833321972
complaint_text__femur fracture,1.2377605833321972
complaint_text__femur,1.2377605833321972
complaint_text__sting local,1.2334740466156253
complaint_text__insect sting,1.2334740466156253
complaint_text__sting,1.2334740466156253
complaint_text__request with,1.2290788297313078
complaint_text__deficits,1.2268397628275935
complaint_text__acute stroke,1.2268397628275935
complaint_text__focal deficits,1.2268397628275935
complaint_text__focal,1.2268397628275935
complaint_text__with focal,1.2268397628275935
complaint_text__fracture with,1.2259334992673847
complaint_text__coma,1.224133999664303
complaint_text__inhaler,1.214512790223016
complaint_text__technique,1.214512790223016
complaint_text__technique question,1.214512790223016
complaint_text__inhaler technique,1.214512790223016
complaint_text__dehydration with,1.2134099892487775
complaint_text__question with,1.2119777603454474
complaint_text__new facial,1.2100159136234283
complaint_text__droop resolved,1.2100159136234283
complaint_text__facial droop,1.2100159136234283
complaint_text__droop,1.2100159136234283
complaint_text__bear,1.203839305181964
complaint_text__injury unable,1.203839305181964
complaint_text__weight bear,1.203839305181964
complaint_text__knee injury,1.203839305181964
complaint_text__unable,1.203839305181964
complaint_text__to weight,1.203839305181964
complaint_text__unable to,1.203839305181964
complaint_text__body sensation,1.2004906855060284
complaint_text__sensation,1.2004906855060284
complaint_text__epistaxis,1.1879720461413985
complaint_text__palpitations with,1.1859589051584265
complaint_text__atrial,1.1843784149342733
complaint_text__atrial fibrillation,1.1843784149342733
complaint_text__onset atrial,1.1843784149342733
complaint_text__general,1.1793757898022657
complaint_text__bullous pemphigoid,1.1675509260541637
complaint_text__bullous,1.1675509260541637
complaint_text__pemphigoid,1.1675509260541637
complaint_text__pemphigoid acute,1.1675509260541637
complaint_text__functional impairment,1.1667487124111517
complaint_text__impairment,1.1667487124111517
complaint_text__anxiety with,1.1667487124111517
complaint_text__functional,1.1667487124111517
complaint_text__acute anxiety,1.1667487124111517
complaint_text__with functional,1.1667487124111517
complaint_text__compartment syndrome,1.1568427610987717
complaint_text__compartment,1.1568427610987717
complaint_text__knee,1.1558010835737091
complaint_text__days,1.153502865929805
complaint_text__abscess with,1.145000317725239
complaint_text__abscess,1.145000317725239
complaint_text__suicidal,1.1427086629518626
complaint_text__septic arthritis,1.1424063520157113
complaint_text__swollen joint,1.1424063520157113
complaint_text__arthritis,1.1424063520157113
complaint_text__joint septic,1.1424063520157113
complaint_text__arthritis query,1.1424063520157113
complaint_text__swollen,1.1424063520157113
complaint_text__hot swollen,1.1424063520157113
complaint_text__hot,1.1424063520157113
complaint_text__tonsillitis with,1.1405137218171317
complaint_text__dysuria with,1.1260945906914401
complaint_text__severe self,1.1182028522041918
complaint_text__harm,1.1182028522041918
complaint_text__self harm,1.1182028522041918
complaint_text__with complications,1.1161970173252425
complaint_text__brain,1.1095734985888603
complaint_text__brain injury,1.1095734985888603
complaint_text__traumatic brain,1.1095734985888603
complaint_text__obstruction,1.1065436223365919
complaint_text__injury with,1.1061582395215672
complaint_text__traumatic amputation,1.1017322589328704
complaint_text__amputation,1.1017322589328704
complaint_text__vomiting,1.0974234305144468
complaint_text__loss query,1.096989858547505
complaint_text__hearing,1.096989858547505
complaint_text__mild hearing,1.096989858547505
complaint_text__hearing loss,1.096989858547505
complaint_text__laceration with,1.0952600987377827
complaint_text__injuries,1.0932819972200392
complaint_text__speed,1.0932819972200392
complaint_text__multiple injuries,1.0932819972200392
complaint_text__mva multiple,1.0932819972200392
complaint_text__speed mva,1.0932819972200392
complaint_text__high speed,1.0932819972200392
complaint_text__multiple,1.0932819972200392
complaint_text__abdominal trauma,1.0878487788564142
complaint_text__trauma stable,1.0878487788564142
complaint_text__blunt abdominal,1.0878487788564142
complaint_text__stable vitals,1.0878487788564142
complaint_text__haemorrhage with,1.0863094951328027
complaint_text__vomiting with,1.062004202958969
complaint_text__post exposure,1.0610568356267716
complaint_text__post,1.0610568356267716
complaint_text__exposure advice,1.0610568356267716
complaint_text__exposure,1.0610568356267716
categorical__mental_status_triage_alert,1.0602389677526072
categorical__sex_Other,1.0573059867505066
complaint_text__fall from,1.0434832522547886
complaint_text__height,1.0434832522547886
complaint_text__from height,1.0434832522547886
complaint_text__height significant,1.0434832522547886
complaint_text__from,1.0434832522547886
complaint_text__significant mechanism,1.0434832522547886
complaint_text__bleed haematemesis,1.040892987426865
complaint_text__haematemesis,1.040892987426865
complaint_text__acute upper,1.040892987426865
complaint_text__gi bleed,1.040892987426865
complaint_text__upper gi,1.040892987426865
complaint_text__bleed,1.040892987426865
complaint_text__thoracic trauma,1.039502544340437
complaint_text__blunt thoracic,1.039502544340437
complaint_text__thoracic,1.039502544340437
complaint_text__with haemodynamic,1.036578588880532
complaint_text__haemodynamic,1.036578588880532
complaint_text__ventricular fibrillation,1.0356499417926261
complaint_text__ventricular,1.0356499417926261
complaint_text__with diaphoresis,1.0334382467377745
complaint_text__diaphoresis,1.0334382467377745
complaint_text__collapse,1.0327080751941278
complaint_text__no,1.030738882133619
complaint_text__moderate with,1.0301349076571524
complaint_text__with loc,1.0281865974338913
complaint_text__head injury,1.0281865974338913
complaint_text__significant head,1.0281865974338913
complaint_text__globe rupture,1.0249480771706296
complaint_text__globe,1.0249480771706296
complaint_text__rupture,1.0249480771706296
complaint_text__retention,1.022871411408597
complaint_text__urinary retention,1.022871411408597
complaint_text__acute urinary,1.022871411408597
complaint_text__stab wound,1.0205667144496098
complaint_text__stab,1.0205667144496098
complaint_text__aortic,1.0150324493249407
complaint_text__conjunctivitis with,1.0129240384165206
complaint_text__clinically,1.0113861832127402
complaint_text__clinically suspected,1.0113861832127402
complaint_text__wound with,1.0111828440450137
complaint_text__pulmonary embolism,1.0101114912611722
complaint_text__pulmonary,1.0101114912611722
complaint_text__embolism,1.0101114912611722
complaint_text__physiotherapy referral,1.0098083221136371
complaint_text__physiotherapy,1.0098083221136371
complaint_text__referral question,1.0098083221136371
complaint_text__severe asthma,1.0023999502300964
categorical__sex_F,1.0012344067104006
complaint_text__asthma,1.000241155227068
complaint_text__productive,0.992275493198256
complaint_text__with night,0.992275493198256
complaint_text__productive cough,0.992275493198256
complaint_text__new productive,0.992275493198256
complaint_text__sweats,0.992275493198256
complaint_text__night,0.992275493198256
complaint_text__night sweats,0.992275493198256
complaint_text__sleep,0.9909083036911539
complaint_text__sleep hygiene,0.9909083036911539
complaint_text__hygiene advice,0.9909083036911539
complaint_text__hygiene,0.9909083036911539
numeric__chief_complaint_char_len,0.98839951158233
complaint_text__failure with,0.9868269470790999
complaint_text__respiratory arrest,0.9865238787367717
complaint_text__cause,0.9829979918911625
complaint_text__unknown cause,0.9829979918911625
complaint_text__of unknown,0.9829979918911625
complaint_text__coma of,0.9829979918911625
complaint_text__cough with,0.9792308597035546
complaint_text__organ,0.9729784336244686
complaint_text__traumatic,0.9712087803071763
complaint_text__hepatitis,0.9706549148246675
complaint_text__fulminant hepatitis,0.9706549148246675
complaint_text__localised with,0.9705097767814888
complaint_text__with associated,0.9702656884861034
complaint_text__associated nausea,0.9702656884861034
complaint_text__associated,0.9702656884861034
complaint_text__tension,0.9701022974553133
complaint_text__tension pneumothorax,0.9701022974553133
complaint_text__pneumothorax,0.9701022974553133
complaint_text__advice worsening,0.9647614904054965
categorical__sex_M,0.9633982800573051
complaint_text__abrasion with,0.9632037379523091
complaint_text__violence risk,0.9623868694229871
complaint_text__with violence,0.9623868694229871
complaint_text__acute psychosis,0.9623868694229871
complaint_text__violence,0.9623868694229871
complaint_text__suspected worsening,0.9592973664081667
complaint_text__hypoglycaemia with,0.9584859711867116
complaint_text__disturbance,0.9532462894162956
complaint_text__electrolyte disturbance,0.9532462894162956
complaint_text__severe electrolyte,0.9532462894162956
complaint_text__query with,0.9529223797842121
complaint_text__severe with,0.9518041461523442
complaint_text__removal with,0.9407313488234083
complaint_text__mood with,0.9402812114665112
complaint_text__infection localised,0.934274763251542
complaint_text__pneumonia with,0.9302111698702815
complaint_text__community acquired,0.9302111698702815
complaint_text__acquired,0.9302111698702815
complaint_text__acquired pneumonia,0.9302111698702815
complaint_text__adrenal,0.9246089748513278
complaint_text__symptoms with,0.9170602004749748
complaint_text__urosepsis with,0.9163533667577968
complaint_text__abdominal stab,0.9085125124993454
complaint_text__penetrating abdominal,0.9085125124993454
complaint_text__with airway,0.9082822226888213
complaint_text__flare with,0.9032121450090361
complaint_text__sunburn with,0.9019485150146973
complaint_text__self neglect,0.900464461059747
complaint_text__significant self,0.900464461059747
complaint_text__with medical,0.900464461059747
complaint_text__neglect with,0.900464461059747
complaint_text__neglect,0.900464461059747
complaint_text__medical complications,0.900464461059747
categorical__age_group_pediatric,0.895328537600788
complaint_text__fibrillation with,0.8927052358815789
complaint_text__severe acute,0.8916223957083961
complaint_text__acute abdomen,0.8916223957083961
complaint_text__blunt,0.8830785065458977
complaint_text__deficit,0.8824884747932368
complaint_text__review worsening,0.8763091534678651
complaint_text__headache worsening,0.8760565580115458
complaint_text__cardiogenic,0.8740881935477459
complaint_text__cardiogenic shock,0.8740881935477459
complaint_text__fatigue with,0.8736486062601967
complaint_text__low,0.8715430520066766
complaint_text__hyperglycaemic state,0.8702322244719328
complaint_text__hyperosmolar,0.8702322244719328
complaint_text__state,0.8702322244719328
complaint_text__hyperosmolar hyperglycaemic,0.8702322244719328
complaint_text__rash with,0.868299133585011
complaint_text__stroke,0.8677338714797687
complaint_text__stroke with,0.8677338714797687
complaint_text__acute altered,0.8672623740566421
complaint_text__systemic symptoms,0.8672175941517374
complaint_text__unexplained weight,0.8672175941517374
complaint_text__unexplained,0.8672175941517374
complaint_text__weight loss,0.8672175941517374
complaint_text__loss with,0.8672175941517374
complaint_text__follow,0.866133715780703
complaint_text__up,0.866133715780703
complaint_text__follow up,0.866133715780703
complaint_text__ruptured,0.8577829553735153
complaint_text__unclear with,0.8542107888872975
complaint_text__long,0.8491963166295455
complaint_text__long bone,0.8491963166295455
complaint_text__massive long,0.8491963166295455
complaint_text__hypothermia with,0.8448149906904565
complaint_text__acute airway,0.8385408748066693
complaint_text__airway obstruction,0.8385408748066693
complaint_text__obstruction angioedema,0.8385408748066693
complaint_text__angioedema,0.8385408748066693
complaint_text__priapism,0.8376617638907753
complaint_text__with ischaemia,0.8376617638907753
complaint_text__priapism with,0.8376617638907753
complaint_text__vitals with,0.8358407034032067
complaint_text__haemorrhage for,0.8332902715971094
complaint_text__with vomiting,0.8302728043290498
complaint_text__trauma with,0.8286540722240827
complaint_text__for days,0.8286028539838026
complaint_text__for,0.8286028539838026
complaint_text__query worsening,0.8271841261538132
complaint_text__failure,0.8257300253490557
complaint_text__retention with,0.8228566814883586
complaint_text__tonsillitis worsening,0.8226224008152225
complaint_text__patient,0.8207056451369603
complaint_text__advice no,0.8201959463163456
complaint_text__toxic,0.8188436893257386
complaint_text__sepsis with,0.8180477887253434
complaint_text__with altered,0.8180477887253434
complaint_text__suspected no,0.8171815214148003
complaint_text__signs,0.817064538288833
complaint_text__controlled with,0.8139340964015818
complaint_text__acute orbital,0.8125536005419154
complaint_text__orbital compartment,0.8125536005419154
complaint_text__multi,0.8073958533475732
complaint_text__status,0.8070760496054736
complaint_text__headache in,0.8029704396314482
complaint_text__mild with,0.8021878637144472
complaint_text__delirium,0.7953597523599296
complaint_text__excited delirium,0.7953597523599296
complaint_text__excited,0.7953597523599296
complaint_text__question worsening,0.7947974978614887
complaint_text__constant,0.7904615003143532
complaint_text__gi,0.7897121805744534
complaint_text__detachment with,0.7839389113100388
complaint_text__drowning with,0.7798458092408198
complaint_text__cardiac,0.7786168367122578
complaint_text__cardiac arrest,0.7786168367122578
complaint_text__mesenteric ischaemia,0.7778289911895225
complaint_text__acute mesenteric,0.7778289911895225
complaint_text__mesenteric,0.7778289911895225
complaint_text__acute drug,0.7774120279764629
complaint_text__drug overdose,0.7774120279764629
complaint_text__drug,0.7774120279764629
complaint_text__with collapse,0.7774120279764629
complaint_text__risk,0.7682387533191217
complaint_text__in,0.7652905142530987
complaint_text__review in,0.7625352662116162
complaint_text__severe traumatic,0.7613658196321146
complaint_text__query no,0.7598331120872721
complaint_text__haemorrhage worsening,0.7594821032183622
complaint_text__strain with,0.7528201538814252
complaint_text__moderate worsening,0.7496878479642384
complaint_text__request worsening,0.7485221054039931
complaint_text__review no,0.7480919523447522
complaint_text__mva,0.7452792292898037
complaint_text__pain no,0.744097764582404
complaint_text__dyspnoea with,0.7411455322541803
complaint_text__herpeticum with,0.7405436905263515
complaint_text__pain worsening,0.7404405961214215
complaint_text__paperwork with,0.7385433091914051
complaint_text__question no,0.7375872451287742
complaint_text__purpura,0.7371406058030907
complaint_text__meningococcal purpura,0.7371406058030907
complaint_text__localised worsening,0.7358218480867554
categorical__age_group_elderly,0.7346890449105394
complaint_text__psychosis,0.7320187545788671
complaint_text__suture,0.730719568981639
complaint_text__suture removal,0.730719568981639
categorical__age_group_young_adult,0.7303690763158404
categorical__chief_complaint_system_psychiatric,0.7280287943755979
complaint_text__suspected since,0.7187915227947104
complaint_text__throat worsening,0.7099046835240344
complaint_text__severe anaphylaxis,0.7044536366949861
complaint_text__with bronchospasm,0.7044536366949861
complaint_text__bronchospasm,0.7044536366949861
complaint_text__urticaria,0.70260811793105
complaint_text__with urticaria,0.70260811793105
complaint_text__hepatic failure,0.7020341528540608
complaint_text__fulminant hepatic,0.7020341528540608
complaint_text__hepatic,0.7020341528540608
complaint_text__glaucoma with,0.7002683025925289
complaint_text__epistaxis with,0.6985345103892998
complaint_text__shock onset,0.6979439767281026
complaint_text__urosepsis worsening,0.6978104890828766
complaint_text__uncontrolled with,0.6935602800860378
complaint_text__epistaxis uncontrolled,0.6935602800860378
complaint_text__haemodynamic compromise,0.6935602800860378
complaint_text__uncontrolled,0.6935602800860378
complaint_text__soreness with,0.6933149403603652
complaint_text__eyes with,0.6894963280211367
complaint_text__artery occlusion,0.6876495616431778
complaint_text__retinal artery,0.6876495616431778
complaint_text__central retinal,0.6876495616431778
complaint_text__central,0.6876495616431778
complaint_text__occlusion,0.6876495616431778
complaint_text__artery,0.6876495616431778
complaint_text__fever worsening,0.6876315556234366
complaint_text__paraesthesia with,0.6876124255442017
complaint_text__discharge with,0.6854171034285486
categorical__chief_complaint_system_gastrointestinal,0.6839761177321664
complaint_text__conjunctivitis worsening,0.682611266404142
complaint_text__question in,0.6824741694835268
complaint_text__dysphagia with,0.6821360869192254
complaint_text__skin tag,0.6770373308178147
complaint_text__tag removal,0.6770373308178147
complaint_text__tag,0.6770373308178147
complaint_text__fatigue worsening,0.6721574003012598
complaint_text__status with,0.6688512507455695
complaint_text__septicaemia,0.6679765089818046
complaint_text__meningococcal septicaemia,0.6679765089818046
categorical__age_group_middle_aged,0.6673536448098274
complaint_text__neck,0.6614135771572722
complaint_text__penetrating neck,0.6614135771572722
complaint_text__neck trauma,0.6614135771572722
complaint_text__days with,0.659995521239507
complaint_text__light with,0.6595088710893997
complaint_text__necrotising,0.6572384707813524
complaint_text__moderate onset,0.654941399517275
complaint_text__loc with,0.6532130710519949
complaint_text__diarrhoea with,0.6528133764544016
complaint_text__advice in,0.6514355489752925
complaint_text__glaucoma constant,0.6510351533299682
complaint_text__advice since,0.6510092300400395
categorical__chief_complaint_system_trauma,0.6491003399376816
complaint_text__laceration worsening,0.647998228392584
complaint_text__haemorrhage since,0.6479979941632947
complaint_text__obtundation,0.6477176063846031
complaint_text__ketoacidosis with,0.6477176063846031
complaint_text__diabetic ketoacidosis,0.6477176063846031
complaint_text__ketoacidosis,0.6477176063846031
complaint_text__with obtundation,0.6477176063846031
complaint_text__yesterday,0.6468421962503809
complaint_text__since,0.6468421962503809
complaint_text__since yesterday,0.6468421962503809
complaint_text__bloating with,0.6458049721731831
complaint_text__seizure with,0.6433475320328153
complaint_text__assessment with,0.6432624346618241
complaint_text__eye with,0.643253012859264
complaint_text__screening with,0.6417525138398398
complaint_text__necrolysis,0.6413515762591144
complaint_text__epidermal necrolysis,0.6413515762591144
complaint_text__toxic epidermal,0.6413515762591144
complaint_text__epidermal,0.6413515762591144
complaint_text__dehydration worsening,0.6403367120543499
complaint_text__cramping with,0.6399828507918273
complaint_text__with fever,0.6399704947178357
complaint_text__severe worsening,0.6392311388376783
complaint_text__rigors,0.6373813568543796
complaint_text__with rigors,0.6373813568543796
complaint_text__swelling with,0.6363402650265328
categorical__chief_complaint_system_endocrine,0.6342360431670109
complaint_text__massive transfusion,0.6325912865262439
complaint_text__transfusion requirement,0.6325912865262439
complaint_text__transfusion,0.6325912865262439
complaint_text__requirement,0.6325912865262439
complaint_text__pulseless electrical,0.6308945219546067
complaint_text__pulseless,0.6308945219546067
complaint_text__electrical,0.6308945219546067
complaint_text__electrical activity,0.6308945219546067
complaint_text__ache with,0.6304051625839221
complaint_text__intoxication with,0.630267261210537
complaint_text__syndrome with,0.6274534373967442
complaint_text__review since,0.6273639383378333
categorical__chief_complaint_system_other,0.6255243440472564
complaint_text__hypoxia with,0.6253195107026144
complaint_text__of,0.6249424702861262
complaint_text__ear with,0.6245267525906943
complaint_text__sprain with,0.6245084087818746
complaint_text__skin with,0.6243251943043824
complaint_text__feeling with,0.6211600076710103
complaint_text__peritonitis,0.619890529626707
complaint_text__bowel perforation,0.619890529626707
complaint_text__bowel,0.619890529626707
complaint_text__perforation,0.619890529626707
complaint_text__with peritonitis,0.619890529626707
complaint_text__perforation with,0.619890529626707
complaint_text__afebrile with,0.6187965413204894
complaint_text__referral with,0.6187837666122
complaint_text__plan with,0.6178147886617615
complaint_text__laceration no,0.617293272370182
complaint_text__photophobia with,0.6138987562627476
complaint_text__cough,0.6118220395262639
complaint_text__recurrence with,0.6102861062709939
complaint_text__retention worsening,0.6098618427294017
complaint_text__pain for,0.6096921235337984
complaint_text__torsion no,0.605988488971019
complaint_text__abrasion worsening,0.6055287164270222
complaint_text__exertion with,0.603217190787005
complaint_text__harm with,0.6025121995141315
complaint_text__coma with,0.6018263319594521
complaint_text__to thorax,0.6014352159634206
complaint_text__wound to,0.6014352159634206
complaint_text__gunshot,0.6014352159634206
complaint_text__thorax,0.6014352159634206
complaint_text__gunshot wound,0.6014352159634206
complaint_text__advice for,0.59882284293776
complaint_text__unresponsive with,0.5983033945496206
complaint_text__shock with,0.5977394567177553
complaint_text__significant with,0.5976988287566656
complaint_text__infected with,0.5961493622422744
complaint_text__with neurological,0.5960831789982478
complaint_text__spine injury,0.5960831789982478
complaint_text__cervical,0.5960831789982478
complaint_text__spine,0.5960831789982478
complaint_text__cervical spine,0.5960831789982478
complaint_text__neurological,0.5960831789982478
complaint_text__neurological deficit,0.5960831789982478
complaint_text__adrenal crisis,0.596065578684035
categorical__chief_complaint_system_ophthalmic,0.5959045122823289
complaint_text__fracture worsening,0.5930562184542209
complaint_text__epilepticus refractory,0.5912715457704065
complaint_text__refractory,0.5912715457704065
complaint_text__status epilepticus,0.5912715457704065
complaint_text__epilepticus,0.5912715457704065
complaint_text__review for,0.5897878751597061
complaint_text__concern with,0.5891285008474302
complaint_text__bilateral,0.5878146832805913
complaint_text__burn,0.5878146832805913
complaint_text__burn bilateral,0.5878146832805913
complaint_text__eye burn,0.5878146832805913
complaint_text__chemical eye,0.5878146832805913
complaint_text__chemical,0.5878146832805913
complaint_text__removal worsening,0.5873348508874712
complaint_text__substance worsening,0.5870311605552034
complaint_text__prescription with,0.5867195892412587
complaint_text__nose with,0.584812921957196
complaint_text__onset today,0.5837883119315718
complaint_text__today,0.5837883119315718
complaint_text__weakness with,0.5779578390780422
complaint_text__gastroenteritis with,0.5778426236099816
complaint_text__flare worsening,0.577517442122735
complaint_text__blurring with,0.5758620520735505
complaint_text__suspected onset,0.5753960412324062
complaint_text__redness with,0.5752112749881734
complaint_text__pain since,0.5750207996124231
complaint_text__syncope with,0.5743249419630112
complaint_text__elderly with,0.5738528437297676
complaint_text__active,0.5737813672119462
complaint_text__attempt,0.5737813672119462
complaint_text__active suicidal,0.5737813672119462
complaint_text__attempt ongoing,0.5737813672119462
complaint_text__suicidal attempt,0.5737813672119462
complaint_text__unconscious mechanism,0.5733145418331734
complaint_text__unconscious,0.5733145418331734
complaint_text__mechanism unclear,0.5733145418331734
complaint_text__found unconscious,0.5733145418331734
complaint_text__found,0.5733145418331734
complaint_text__question since,0.5700837985319007
complaint_text__intent with,0.5674069367107293
complaint_text__suspected for,0.5657635037748026
categorical__mental_status_triage_confused,0.563973998623145
complaint_text__incontinence with,0.5636540931280427
complaint_text__palpitations worsening,0.5636319984744954
complaint_text__headache onset,0.5635072724327551
complaint_text__reaction with,0.5627909023435035
complaint_text__ectopic pregnancy,0.5584935953231398
complaint_text__pregnancy,0.5584935953231398
complaint_text__ruptured ectopic,0.5584935953231398
complaint_text__ectopic,0.5584935953231398
complaint_text__retropharyngeal,0.5583664872737718
complaint_text__retropharyngeal abscess,0.5583664872737718
complaint_text__airway compromise,0.5583664872737718
complaint_text__eye,0.5581692840039686
complaint_text__vomiting worsening,0.5574361523931023
complaint_text__mild worsening,0.5566827350093295
complaint_text__glaucoma in,0.5553767594966514
categorical__mental_status_triage_agitated,0.5549974042551764
complaint_text__rash worsening,0.5538701839799931
complaint_text__contamination with,0.553457447156503
complaint_text__mechanism,0.5532067810428305
complaint_text__vision with,0.5522091568623922
complaint_text__headache for,0.5478406140708011
complaint_text__headache intermittent,0.5458279336433125
complaint_text__dizziness with,0.5457851372418955
complaint_text__advice intermittent,0.5450098668850678
complaint_text__advice onset,0.5425876146357881
complaint_text__congestion with,0.5415936944956069
complaint_text__hypothermia worsening,0.5403000009966529
complaint_text__question for,0.5379706503208973
numeric__spo2,0.5375026938859648
complaint_text__abrasion no,0.5373632233761666
complaint_text__emergency with,0.5367778172866241
complaint_text__fatigue in,0.5362103879872749
complaint_text__request since,0.5326986760316875
complaint_text__trismus with,0.5316121892771013
complaint_text__intervention with,0.5315741611508835
complaint_text__fever no,0.5289125085587056
complaint_text__ischaemia with,0.5286864260583185
complaint_text__closure glaucoma,0.5283060732421292
complaint_text__glaucoma,0.5283060732421292
complaint_text__acute angle,0.5283060732421292
complaint_text__closure,0.5283060732421292
complaint_text__angle,0.5283060732421292
complaint_text__angle closure,0.5283060732421292
complaint_text__locked,0.5280800408457216
complaint_text__syndrome signs,0.5280800408457216
complaint_text__locked in,0.5280800408457216
complaint_text__in syndrome,0.5280800408457216
complaint_text__query in,0.5269249162108098
complaint_text__infection with,0.5261785118103907
complaint_text__jaundice with,0.5261315449656887
complaint_text__symptomatic with,0.5259168424511683
complaint_text__crisis no,0.5253765391442828
complaint_text__torsion in,0.5242584478728053
complaint_text__fever in,0.5201848578887786
complaint_text__tonsillitis in,0.5198083418220778
complaint_text__malaria with,0.518280610054231
complaint_text__tonsillitis constant,0.5180006630793248
